hotel,is_canceled,lead_time,arrival_full_date,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,stays_total_nights,adults,children,babies,meal,country,reserved_room_type,assigned_room_type,customer_type,reservation_status,reservation_status_date
City Hotel,0,250,42937,2017,July,29,21,0,1,1,2,2.0,0,BB,GBR,F,F,Transient,Check-Out,42938
City Hotel,0,188,42935,2017,July,29,19,0,3,3,3,1.0,0,BB,NOR,E,E,Transient,Check-Out,42938
City Hotel,0,173,42934,2017,July,29,18,0,4,4,1,0.0,0,BB,DEU,A,A,Transient-Party,Check-Out,42938
City Hotel,0,173,42934,2017,July,29,18,0,4,4,1,0.0,0,BB,DEU,A,A,Transient-Party,Check-Out,42938
City Hotel,0,148,42935,2017,July,29,19,0,3,3,2,1.0,0,BB,ITA,A,A,Transient,Check-Out,42938
City Hotel,0,118,42931,2017,July,28,15,2,5,7,2,0.0,0,BB,FRA,A,A,Transient,Check-Out,42938
City Hotel,0,116,42935,2017,July,29,19,0,3,3,2,0.0,0,BB,FRA,A,A,Transient,Check-Out,42938
City Hotel,0,295,42936,2017,July,29,20,0,2,2,0,2.0,0,BB,ZAF,B,B,Transient-Party,Check-Out,42938
City Hotel,0,295,42936,2017,July,29,20,0,2,2,2,0.0,0,BB,ZAF,B,B,Transient-Party,Check-Out,42938
City Hotel,0,86,42936,2017,July,29,20,0,2,2,3,0.0,0,BB,GBR,A,A,Transient,Check-Out,42938
City Hotel,0,138,42937,2017,July,29,21,0,1,1,2,0.0,0,SC,DEU,A,A,Transient,Check-Out,42938
City Hotel,0,152,42937,2017,July,29,21,0,1,1,2,0.0,0,BB,NLD,A,A,Transient-Party,Check-Out,42938
City Hotel,0,152,42937,2017,July,29,21,0,1,1,3,0.0,0,BB,NLD,D,D,Transient-Party,Check-Out,42938
City Hotel,0,244,42931,2017,July,28,15,2,5,7,2,0.0,0,BB,BEL,A,A,Transient,Check-Out,42938
City Hotel,0,244,42931,2017,July,28,15,2,5,7,2,0.0,0,BB,BEL,A,A,Transient,Check-Out,42938
City Hotel,0,22,42936,2017,July,29,20,0,2,2,1,0.0,0,BB,DEU,A,A,Transient,Check-Out,42938
City Hotel,0,143,42934,2017,July,29,18,0,4,4,2,0.0,0,BB,BEL,A,A,Transient,Check-Out,42938
City Hotel,0,17,42936,2017,July,29,20,0,2,2,2,0.0,0,SC,PRT,A,A,Transient,Check-Out,42938
City Hotel,0,71,42932,2017,July,29,16,2,4,6,2,0.0,0,SC,DEU,A,A,Transient,Check-Out,42938
City Hotel,0,17,42936,2017,July,29,20,0,2,2,3,0.0,0,SC,PRT,A,A,Transient,Check-Out,42938
City Hotel,0,179,42931,2017,July,28,15,2,5,7,2,0.0,0,BB,DEU,A,A,Transient,Check-Out,42938
City Hotel,0,15,42937,2017,July,29,21,0,1,1,2,1.0,0,BB,GBR,A,A,Transient-Party,Check-Out,42938
City Hotel,0,157,42924,2017,July,27,8,4,10,14,2,0.0,0,HB,ITA,D,D,Transient,Check-Out,42938
City Hotel,0,256,42937,2017,July,29,21,0,1,1,2,1.0,0,BB,DEU,A,A,Transient,Check-Out,42938
City Hotel,0,9,42936,2017,July,29,20,0,2,2,2,0.0,0,SC,PRT,A,A,Transient,Check-Out,42938
City Hotel,0,239,42934,2017,July,29,18,0,4,4,2,0.0,0,BB,DEU,A,A,Transient,Check-Out,42938
City Hotel,0,239,42934,2017,July,29,18,0,4,4,2,0.0,0,BB,DEU,A,A,Transient,Check-Out,42938
City Hotel,0,185,42930,2017,July,28,14,2,6,8,2,0.0,0,BB,GBR,D,D,Transient,Check-Out,42938
City Hotel,0,265,42935,2017,July,29,19,0,3,3,2,0.0,0,BB,NLD,A,A,Transient,Check-Out,42938
City Hotel,0,86,42936,2017,July,29,20,0,2,2,2,0.0,0,SC,GBR,D,D,Transient,Check-Out,42938
City Hotel,0,85,42936,2017,July,29,20,0,2,2,2,0.0,0,HB,ESP,A,A,Transient,Check-Out,42938
City Hotel,0,265,42935,2017,July,29,19,0,3,3,2,0.0,0,BB,NLD,A,D,Transient,Check-Out,42938
City Hotel,0,239,42934,2017,July,29,18,0,4,4,2,0.0,0,BB,DEU,A,A,Transient,Check-Out,42938
City Hotel,0,15,42937,2017,July,29,21,0,1,1,2,0.0,0,SC,PRT,A,A,Transient-Party,Check-Out,42938
City Hotel,0,239,42934,2017,July,29,18,0,4,4,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,42938
City Hotel,0,142,42935,2017,July,29,19,0,3,3,2,0.0,0,BB,DEU,A,A,Transient,Check-Out,42938
City Hotel,0,21,42937,2017,July,29,21,0,1,1,2,0.0,0,BB,FRA,D,D,Transient,Check-Out,42938
City Hotel,0,180,42934,2017,July,29,18,0,4,4,2,1.0,0,BB,FRA,E,E,Transient,Check-Out,42938
City Hotel,0,181,42934,2017,July,29,18,0,4,4,2,0.0,0,BB,FRA,A,A,Transient,Check-Out,42938
City Hotel,0,74,42936,2017,July,29,20,0,2,2,2,0.0,0,BB,BEL,A,A,Transient,Check-Out,42938
City Hotel,0,154,42931,2017,July,28,15,2,5,7,2,0.0,0,BB,GBR,D,D,Transient,Check-Out,42938
City Hotel,0,193,42936,2017,July,29,20,0,2,2,3,0.0,0,HB,USA,E,E,Transient,Check-Out,42938
City Hotel,0,189,42931,2017,July,28,15,2,5,7,2,0.0,0,BB,BEL,A,A,Transient,Check-Out,42938
City Hotel,0,29,42937,2017,July,29,21,0,1,1,2,1.0,0,BB,PRT,A,A,Transient,Check-Out,42938
City Hotel,0,136,42935,2017,July,29,19,0,3,3,2,1.0,0,BB,NOR,A,A,Transient,Check-Out,42938
City Hotel,0,136,42935,2017,July,29,19,0,3,3,2,0.0,0,BB,BLR,A,A,Transient,Check-Out,42938
City Hotel,0,12,42936,2017,July,29,20,0,2,2,2,1.0,0,BB,USA,A,A,Transient,Check-Out,42938
City Hotel,0,170,42933,2017,July,29,17,1,4,5,2,1.0,0,BB,IND,A,A,Transient,Check-Out,42938
City Hotel,0,18,42937,2017,July,29,21,0,1,1,2,1.0,0,BB,NLD,A,A,Transient,Check-Out,42938
City Hotel,0,170,42933,2017,July,29,17,1,4,5,2,0.0,0,BB,IND,D,D,Transient,Check-Out,42938
City Hotel,0,163,42933,2017,July,29,17,1,4,5,2,0.0,0,BB,DEU,A,A,Transient,Check-Out,42938
City Hotel,0,16,42937,2017,July,29,21,0,1,1,2,0.0,0,BB,FRA,A,A,Transient,Check-Out,42938
City Hotel,0,170,42933,2017,July,29,17,1,4,5,3,0.0,0,BB,GBR,D,D,Transient,Check-Out,42938
City Hotel,0,195,42933,2017,July,29,17,1,4,5,2,0.0,0,BB,GBR,D,D,Transient,Check-Out,42938
City Hotel,0,117,42937,2017,July,29,21,0,1,1,2,0.0,0,SC,PRT,A,A,Transient,Check-Out,42938
City Hotel,0,53,42934,2017,July,29,18,0,4,4,2,0.0,0,SC,DEU,A,A,Transient,Check-Out,42938
City Hotel,0,13,42937,2017,July,29,21,0,1,1,1,0.0,0,SC,USA,A,A,Transient,Check-Out,42938
City Hotel,0,192,42937,2017,July,29,21,0,1,1,3,1.0,0,BB,GBR,E,E,Transient,Check-Out,42938
City Hotel,0,190,42935,2017,July,29,19,0,3,3,2,0.0,0,BB,GBR,D,D,Transient,Check-Out,42938
City Hotel,0,6,42934,2017,July,29,18,0,4,4,2,0.0,0,BB,PRT,D,D,Transient,Check-Out,42938
City Hotel,0,160,42931,2017,July,28,15,2,5,7,2,0.0,0,BB,FRA,A,A,Transient,Check-Out,42938
City Hotel,0,237,42936,2017,July,29,20,0,2,2,2,0.0,0,SC,GBR,A,A,Transient,Check-Out,42938
City Hotel,0,160,42931,2017,July,28,15,2,5,7,1,0.0,0,BB,FRA,A,A,Transient,Check-Out,42938
City Hotel,0,153,42934,2017,July,29,18,0,4,4,2,0.0,0,BB,AUS,D,D,Transient,Check-Out,42938
City Hotel,0,195,42933,2017,July,29,17,1,4,5,2,0.0,0,BB,GBR,D,D,Transient,Check-Out,42938
City Hotel,0,153,42934,2017,July,29,18,0,4,4,3,0.0,0,BB,BEL,A,A,Transient,Check-Out,42938
City Hotel,0,174,42935,2017,July,29,19,0,3,3,2,0.0,0,BB,NLD,A,A,Transient,Check-Out,42938
City Hotel,0,267,42933,2017,July,29,17,1,5,6,2,0.0,0,SC,BEL,A,A,Transient,Check-Out,42939
City Hotel,0,21,42936,2017,July,29,20,0,3,3,2,0.0,0,BB,GBR,D,D,Transient,Check-Out,42939
City Hotel,0,11,42937,2017,July,29,21,0,2,2,2,1.0,0,BB,DEU,A,A,Transient,Check-Out,42939
City Hotel,0,184,42932,2017,July,29,16,2,5,7,2,0.0,0,BB,GBR,A,A,Transient,Check-Out,42939
City Hotel,0,163,42932,2017,July,29,16,2,5,7,2,0.0,0,BB,FRA,A,A,Transient,Check-Out,42939
City Hotel,0,10,42935,2017,July,29,19,0,4,4,2,0.0,0,BB,DEU,A,A,Transient,Check-Out,42939
City Hotel,0,342,42932,2017,July,29,16,2,5,7,2,1.0,0,HB,FRA,A,A,Transient,Check-Out,42939
City Hotel,0,168,42932,2017,July,29,16,2,5,7,2,0.0,0,BB,DEU,D,D,Transient,Check-Out,42939
City Hotel,0,168,42932,2017,July,29,16,2,5,7,2,0.0,0,BB,DEU,D,D,Transient,Check-Out,42939
City Hotel,0,54,42937,2017,July,29,21,0,2,2,3,0.0,0,BB,BEL,D,D,Transient,Check-Out,42939
City Hotel,0,53,42938,2017,July,29,22,0,1,1,2,0.0,0,BB,GBR,D,D,Transient,Check-Out,42939
City Hotel,0,53,42938,2017,July,29,22,0,1,1,2,0.0,0,BB,GBR,E,E,Transient,Check-Out,42939
City Hotel,0,312,42933,2017,July,29,17,1,5,6,2,0.0,0,SC,GBR,A,A,Transient,Check-Out,42939
City Hotel,0,13,42938,2017,July,29,22,0,1,1,2,0.0,0,SC,FRA,A,A,Transient,Check-Out,42939
City Hotel,0,3,42938,2017,July,29,22,0,1,1,2,0.0,0,SC,DNK,A,D,Transient,Check-Out,42939
City Hotel,0,160,42936,2017,July,29,20,0,3,3,1,0.0,0,BB,GBR,D,D,Transient,Check-Out,42939
City Hotel,0,149,42936,2017,July,29,20,0,3,3,3,0.0,0,BB,GBR,D,D,Transient,Check-Out,42939
City Hotel,0,186,42938,2017,July,29,22,0,1,1,2,1.0,0,BB,PRT,A,A,Transient,Check-Out,42939
City Hotel,0,184,42936,2017,July,29,20,0,3,3,2,0.0,0,BB,DEU,A,A,Transient,Check-Out,42939
City Hotel,0,165,42937,2017,July,29,21,0,2,2,2,0.0,0,BB,CHE,D,D,Transient,Check-Out,42939
City Hotel,0,99,42934,2017,July,29,18,0,5,5,2,0.0,0,BB,BEL,A,A,Transient,Check-Out,42939
City Hotel,0,191,42938,2017,July,29,22,0,1,1,2,0.0,0,BB,GBR,A,A,Transient,Check-Out,42939
City Hotel,0,9,42937,2017,July,29,21,0,2,2,2,0.0,0,SC,USA,A,A,Transient,Check-Out,42939
City Hotel,0,48,42935,2017,July,29,19,0,4,4,2,1.0,0,BB,DEU,E,E,Transient,Check-Out,42939
City Hotel,0,55,42937,2017,July,29,21,0,2,2,2,0.0,0,BB,ESP,D,D,Transient,Check-Out,42939
City Hotel,0,225,42936,2017,July,29,20,0,3,3,2,0.0,0,BB,BEL,A,A,Transient,Check-Out,42939
City Hotel,0,165,42936,2017,July,29,20,0,3,3,2,0.0,0,SC,FRA,A,A,Transient,Check-Out,42939
City Hotel,0,165,42936,2017,July,29,20,0,3,3,2,0.0,0,BB,FRA,D,D,Transient,Check-Out,42939
City Hotel,0,183,42934,2017,July,29,18,0,5,5,2,0.0,0,BB,FRA,D,D,Transient,Check-Out,42939
City Hotel,0,204,42932,2017,July,29,16,2,5,7,3,0.0,0,BB,FRA,D,D,Transient,Check-Out,42939
City Hotel,0,29,42936,2017,July,29,20,0,3,3,2,0.0,0,SC,NLD,A,A,Transient,Check-Out,42939
City Hotel,0,15,42936,2017,July,29,20,0,3,3,2,0.0,0,SC,PRT,A,A,Transient,Check-Out,42939
City Hotel,0,195,42936,2017,July,29,20,0,3,3,2,0.0,0,BB,IRL,A,A,Transient,Check-Out,42939
City Hotel,0,122,42935,2017,July,29,19,0,4,4,3,0.0,0,BB,DEU,E,E,Transient,Check-Out,42939
City Hotel,0,161,42929,2017,July,28,13,2,8,10,2,1.0,0,BB,BEL,D,D,Transient,Check-Out,42939
City Hotel,0,167,42936,2017,July,29,20,0,3,3,2,0.0,0,BB,GBR,A,A,Transient,Check-Out,42939
City Hotel,0,16,42937,2017,July,29,21,0,2,2,2,0.0,0,BB,ESP,A,A,Transient-Party,Check-Out,42939
City Hotel,0,16,42937,2017,July,29,21,0,2,2,2,0.0,0,BB,ESP,A,A,Transient-Party,Check-Out,42939
City Hotel,0,16,42937,2017,July,29,21,0,2,2,2,0.0,0,BB,ESP,A,A,Transient-Party,Check-Out,42939
City Hotel,0,249,42933,2017,July,29,17,1,5,6,2,0.0,0,BB,DEU,A,A,Transient,Check-Out,42939
City Hotel,0,228,42936,2017,July,29,20,0,3,3,2,1.0,0,BB,CHE,A,A,Transient,Check-Out,42939
City Hotel,0,211,42935,2017,July,29,19,0,4,4,2,1.0,0,BB,CN,F,F,Transient,Check-Out,42939
City Hotel,0,10,42936,2017,July,29,20,0,3,3,1,0.0,0,SC,DEU,A,A,Transient,Check-Out,42939
City Hotel,0,243,42936,2017,July,29,20,0,3,3,2,0.0,0,SC,GBR,A,A,Transient,Check-Out,42939
City Hotel,0,18,42938,2017,July,29,22,0,1,1,2,0.0,0,BB,DNK,A,A,Transient,Check-Out,42939
City Hotel,0,242,42936,2017,July,29,20,0,3,3,2,0.0,0,SC,GBR,A,A,Transient,Check-Out,42939
City Hotel,0,186,42936,2017,July,29,20,0,3,3,2,0.0,0,SC,GBR,A,A,Transient,Check-Out,42939
City Hotel,0,194,42936,2017,July,29,20,0,3,3,1,0.0,0,SC,GBR,A,A,Transient,Check-Out,42939
City Hotel,0,7,42938,2017,July,29,22,0,1,1,2,0.0,0,BB,GBR,A,A,Transient,Check-Out,42939
City Hotel,0,148,42934,2017,July,29,18,0,5,5,2,0.0,0,BB,BEL,D,D,Transient-Party,Check-Out,42939
City Hotel,0,148,42934,2017,July,29,18,0,5,5,2,0.0,0,BB,BEL,E,E,Transient-Party,Check-Out,42939
City Hotel,0,215,42936,2017,July,29,20,0,3,3,3,0.0,0,BB,FRA,D,D,Transient,Check-Out,42939
City Hotel,0,242,42936,2017,July,29,20,0,3,3,2,0.0,0,SC,IRL,A,A,Transient,Check-Out,42939
City Hotel,0,180,42936,2017,July,29,20,0,3,3,2,0.0,0,BB,AUS,A,A,Transient,Check-Out,42939
City Hotel,0,198,42936,2017,July,29,20,0,3,3,2,0.0,0,SC,GBR,A,A,Transient,Check-Out,42939
City Hotel,0,17,42938,2017,July,29,22,0,1,1,2,0.0,0,SC,FRA,A,A,Transient,Check-Out,42939
City Hotel,0,75,42938,2017,July,29,22,0,1,1,2,2.0,0,BB,FRA,F,F,Transient,Check-Out,42939
City Hotel,0,249,42933,2017,July,29,17,1,5,6,1,0.0,0,BB,DEU,A,A,Transient,Check-Out,42939
City Hotel,0,186,42938,2017,July,29,22,0,1,1,2,0.0,0,BB,PRT,A,B,Transient,Check-Out,42939
City Hotel,0,184,42937,2017,July,29,21,1,2,3,2,0.0,0,BB,CHE,A,D,Transient,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,139,42939,2017,July,30,23,1,0,1,2,1.0,0,BB,ITA,A,A,Transient,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,16,42937,2017,July,29,21,1,2,3,2,0.0,0,SC,GBR,A,A,Transient,Check-Out,42940
City Hotel,0,183,42937,2017,July,29,21,1,2,3,2,0.0,0,BB,ITA,A,A,Transient,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,280,42934,2017,July,29,18,1,5,6,2,0.0,0,BB,GBR,A,A,Transient-Party,Check-Out,42940
City Hotel,0,280,42934,2017,July,29,18,1,5,6,2,0.0,0,BB,GBR,A,A,Transient-Party,Check-Out,42940
City Hotel,0,175,42937,2017,July,29,21,1,2,3,2,0.0,0,SC,CHN,A,A,Transient,Check-Out,42940
City Hotel,0,161,42936,2017,July,29,20,1,3,4,2,0.0,0,BB,ISR,D,D,Transient,Check-Out,42940
City Hotel,0,175,42937,2017,July,29,21,1,2,3,2,1.0,0,BB,CHN,A,A,Transient,Check-Out,42940
City Hotel,0,175,42937,2017,July,29,21,1,2,3,2,1.0,0,BB,CHN,A,A,Transient,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,75,42938,2017,July,29,22,1,1,2,2,2.0,0,BB,JOR,F,F,Transient,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,254,42935,2017,July,29,19,1,4,5,1,0.0,0,SC,CN,A,A,Transient,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,DEU,A,B,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,141,42937,2017,July,29,21,1,2,3,1,0.0,0,BB,BEL,D,D,Transient-Party,Check-Out,42940
City Hotel,0,141,42937,2017,July,29,21,1,2,3,2,0.0,0,BB,BEL,D,D,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,PRT,A,A,Transient-Party,Check-Out,42940
City Hotel,0,128,42937,2017,July,29,21,1,2,3,2,0.0,0,BB,GBR,D,D,Transient,Check-Out,42940
City Hotel,0,141,42937,2017,July,29,21,1,2,3,2,0.0,0,BB,BEL,D,D,Transient-Party,Check-Out,42940
City Hotel,0,89,42938,2017,July,29,22,1,1,2,2,1.0,1,BB,BRA,E,E,Transient,Check-Out,42940
City Hotel,0,138,42936,2017,July,29,20,1,3,4,3,0.0,0,BB,ESP,D,D,Transient,Check-Out,42940
City Hotel,0,256,42937,2017,July,29,21,1,2,3,2,0.0,0,BB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,256,42937,2017,July,29,21,1,2,3,2,0.0,0,BB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,203,42934,2017,July,29,18,1,5,6,3,0.0,0,BB,AUT,A,A,Transient,Check-Out,42940
City Hotel,0,11,42937,2017,July,29,21,1,2,3,2,0.0,0,BB,IRL,A,A,Transient,Check-Out,42940
City Hotel,0,256,42937,2017,July,29,21,1,2,3,2,0.0,0,BB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,147,42936,2017,July,29,20,1,3,4,3,0.0,0,BB,BEL,D,D,Transient,Check-Out,42940
City Hotel,0,129,42938,2017,July,29,22,1,1,2,2,0.0,0,BB,USA,D,D,Transient,Check-Out,42940
City Hotel,0,129,42938,2017,July,29,22,1,1,2,2,0.0,0,BB,USA,E,E,Transient,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,9,42939,2017,July,30,23,1,0,1,2,0.0,0,SC,ISR,A,A,Transient,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,2,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,253,42937,2017,July,29,21,1,2,3,2,0.0,0,BB,GBR,A,A,Transient-Party,Check-Out,42940
City Hotel,0,253,42937,2017,July,29,21,1,2,3,1,0.0,0,BB,GBR,A,A,Transient-Party,Check-Out,42940
City Hotel,0,157,42939,2017,July,30,23,1,0,1,1,0.0,0,BB,BRA,A,A,Transient,Check-Out,42940
City Hotel,0,160,42939,2017,July,30,23,1,0,1,1,1.0,0,BB,BRA,A,C,Transient,Check-Out,42940
City Hotel,0,160,42939,2017,July,30,23,1,0,1,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,42940
City Hotel,0,160,42939,2017,July,30,23,1,0,1,2,0.0,1,BB,BRA,A,A,Transient,Check-Out,42940
City Hotel,0,89,42931,2017,July,28,15,3,6,9,2,0.0,0,BB,BEL,D,D,Transient,Check-Out,42940
City Hotel,0,132,42937,2017,July,29,21,1,2,3,3,0.0,0,BB,FRA,D,D,Transient,Check-Out,42940
City Hotel,0,149,42935,2017,July,29,19,1,4,5,2,0.0,0,BB,NLD,D,D,Transient,Check-Out,42940
City Hotel,0,11,42937,2017,July,29,21,1,2,3,2,0.0,0,BB,ITA,A,A,Transient,Check-Out,42940
City Hotel,0,14,42937,2017,July,29,21,1,2,3,2,0.0,0,BB,FRA,A,A,Transient,Check-Out,42940
City Hotel,0,48,42935,2017,July,29,19,1,4,5,2,2.0,0,BB,USA,G,G,Transient,Check-Out,42940
City Hotel,0,75,42938,2017,July,29,22,1,1,2,2,2.0,0,BB,JOR,E,E,Transient,Check-Out,42940
City Hotel,0,200,42937,2017,July,29,21,1,2,3,2,1.0,0,BB,DEU,A,A,Transient,Check-Out,42940
City Hotel,0,200,42937,2017,July,29,21,1,2,3,2,0.0,0,BB,DEU,A,A,Transient,Check-Out,42940
City Hotel,0,180,42937,2017,July,29,21,1,2,3,2,0.0,0,BB,GBR,D,D,Transient,Check-Out,42940
City Hotel,0,167,42936,2017,July,29,20,1,3,4,2,0.0,0,SC,POL,A,A,Transient,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,423,42938,2017,July,29,22,1,1,2,1,0.0,0,HB,DEU,A,A,Transient-Party,Check-Out,42940
City Hotel,0,251,42934,2017,July,29,18,2,5,7,2,0.0,0,BB,PRT,A,A,Transient,Check-Out,42941
City Hotel,0,174,42934,2017,July,29,18,2,5,7,2,0.0,0,SC,IRL,A,A,Transient,Check-Out,42941
